uniqueID,name,gender,birthDate,member,partyAbbrev,partyName,partySimplifiedName,year_elected
Punch1957,"Punch, Gary",male,1957-08-21,1,ALP,Australian Labor Party,Labor,1983
Puplick1948,"Puplick, Christopher",male,1948-05-13,0,LIB,Liberal Party of Australia,Liberals,NA
Pyne1967,"Pyne, Christopher",male,1967-08-13,1,LIB,Liberal Party of Australia,Liberals,1993
Quick1852,"Quick, John",male,1852-04-14,1,IND PROT,Independent Protectionist,Independent Protectionist,1901
Quick1852,"Quick, John",male,1852-04-14,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1901
Quick1852,"Quick, John",male,1852-04-14,1,PROT,Protectionist Party,Protectionist Party,1901
Quick1941,"Quick, Harry",male,1941-06-28,1,ALP,Australian Labor Party,Labor,1993
Quick1941,"Quick, Harry",male,1941-06-28,1,IND,Independent,Independent,1993
Quirke1950,"Quirke, John",male,1950-09-09,0,ALP,Australian Labor Party,Labor,NA
Rae1860,"Rae, Arthur",male,1860-03-14,0,ALP,Australian Labor Party,Labor,NA
Rae1860,"Rae, Arthur",male,1860-03-14,0,LANG LAB,Lang Labor Party,Lang Labor Party,NA
Rae1932,"Rae, Peter",male,1932-09-24,0,LIB,Liberal Party of Australia,Liberals,NA
Raguse1960,"Raguse, Brett",male,1960-03-24,1,ALP,Australian Labor Party,Labor,2007
Ramsey1956,"Ramsey, Rowan",male,1956-08-04,1,LIB,Liberal Party of Australia,Liberals,2007
Randall1953,"Randall, Don",male,1953-05-02,1,LIB,Liberal Party of Australia,Liberals,2001
Randall1953,"Randall, Don",male,1953-05-02,1,LIB,Liberal Party of Australia,Liberals,1996
Rankin1887,"Rankin, George",male,1887-05-01,1,CP,Australian Country Party,Nationals,1937
Rankin1887,"Rankin, George",male,1887-05-01,1,ST CP,State Country Party,State Country Party,1937
Rankin1887,"Rankin, George",male,1887-05-01,1,UCP,United Country Party,United Country Party,1937
Rankin1908,"Rankin, Annabelle",female,1908-07-28,0,LIB,Liberal Party of Australia,Liberals,NA
Ray1947,"Ray, Robert",male,1947-04-08,0,ALP,Australian Labor Party,Labor,NA
Rea1963,"Rea, Kerry",female,1963-04-16,1,ALP,Australian Labor Party,Labor,2007
Ready1878,"Ready, Rudolph",male,1878-12-15,0,ALP,Australian Labor Party,Labor,NA
Reeves1952,"Reeves, John",male,1952-01-02,1,ALP,Australian Labor Party,Labor,1983
Reid1842,"Reid, Robert",male,1842-10-17,0,FT,Free Trade,Free Trade,NA
Reid1845,"Reid, George",male,1845-02-25,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1901
Reid1845,"Reid, George",male,1845-02-25,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1903
Reid1845,"Reid, George",male,1845-02-25,1,FT,Free Trade,Free Trade,1901
Reid1845,"Reid, George",male,1845-02-25,1,FT,Free Trade,Free Trade,1903
Reid1856,"Reid, Matthew",male,1856-09-30,0,NAT,Nationalist Party,Nationalist Party,NA
Reid1886,"Reid, Albert",male,1886-07-25,0,CP,Australian Country Party,Nationals,NA
Reid1916,"Reid, Len",male,1916-09-21,1,LIB,Liberal Party of Australia,Liberals,1969
Reid1933,"Reid, David",male,1933-05-10,0,CP,Australian Country Party,Nationals,NA
ReidMargaret1935,"Reid, Margaret",female,1935-05-28,0,LIB,Liberal Party of Australia,Liberals,NA
ReidNicholas1935,"Reid, Bruce",male,1935-07-30,1,LIB,Liberal Party of Australia,Liberals,1990
Reith1950,"Reith, Peter",male,1950-07-15,1,LIB,Liberal Party of Australia,Liberals,1982
Reith1950,"Reith, Peter",male,1950-07-15,1,LIB,Liberal Party of Australia,Liberals,1984
Rennick1970,"Rennick, Gerard",male,1970-11-05,0,LIB,Liberal Party of Australia,Liberal Party of Australia,NA
Reynolds1923,"Reynolds, Len",male,1923-11-19,1,ALP,Australian Labor Party,Labor,1958
Reynolds1923,"Reynolds, Len",male,1923-11-19,1,ALP,Australian Labor Party,Labor,1969
Reynolds1941,"Reynolds, Margaret",female,1941-07-19,0,ALP,Australian Labor Party,Labor,NA
Reynolds1965,"Reynolds, Linda",female,1965-05-16,0,LIB,Liberal Party of Australia,Liberals,NA
Rhiannon1951,"Rhiannon, Lee",female,1951-05-30,0,GRN,Australian Greens,Australian Greens,NA
Rice1960,"Rice, Janet",female,1960-11-18,0,GRN,Australian Greens,Australian Greens,NA
Richardson1939,"Richardson, Peter",male,1939-01-23,1,LIB,Liberal Party of Australia,Liberals,1975
Richardson1939,"Richardson, Peter",male,1939-01-23,1,PP,Progress Party,Progress Party,1975
Richardson1949,"Richardson, Graham",male,1949-09-27,0,ALP,Australian Labor Party,Labor,NA
Richardson1958,"Richardson, Kym",male,1958-03-16,1,LIB,Liberal Party of Australia,Liberals,2004
Ridgeway1962,"Ridgeway, Aden",male,1962-09-18,0,AD,Australian Democrats,Australian Democrats,NA
Ridley1909,"Ridley, Clem",male,1909-03-13,0,ALP,Australian Labor Party,Labor,NA
Riggall1941,"Riggall, John",male,1941-05-10,1,LIB,Liberal Party of Australia,Liberals,1990
Riley1859,"Riley, Edward",male,NA,1,ALP,Australian Labor Party,Labor,1910
Riley1892,"Riley, Edward Charles",male,1892-08-09,1,ALP,Australian Labor Party,Labor,1922
Riley1892,"Riley, Edward Charles",male,1892-08-09,1,FLP,Federal Labor Party,Federal Labor Party,1922
Riordan1886,"Riordan, Darby",male,1886-07-23,1,ALP,Australian Labor Party,Labor,1929
Riordan1886,"Riordan, Darby",male,1886-07-23,1,FLP,Federal Labor Party,Federal Labor Party,1929
Riordan1908,"Riordan, Bill",male,1908-02-08,1,ALP,Australian Labor Party,Labor,1936
Riordan1908,"Riordan, Bill",male,1908-02-08,1,FLP,Federal Labor Party,Federal Labor Party,1936
Riordan1930,"Riordan, Joe",male,1930-02-27,1,ALP,Australian Labor Party,Labor,1972
Ripoll1966,"Ripoll, Bernie",male,1966-01-06,1,ALP,Australian Labor Party,Labor,1998
Rishworth1978,"Rishworth, Amanda",female,1978-07-10,1,ALP,Australian Labor Party,Labor,2007
Robb1951,"Robb, Andrew",male,1951-08-20,1,LIB,Liberal Party of Australia,Liberals,2004
Robert1970,"Robert, Stuart",male,1970-12-11,1,LIB,Liberal Party of Australia,Liberals,2007
Roberton1900,"Roberton, Hugh",male,1900-12-18,1,CP,Australian Country Party,Nationals,1949
Roberts1869,"Roberts, Ernest",male,1869-02-21,1,ALP,Australian Labor Party,Labor,1908
Roberts1955,"Roberts, Malcolm",male,1955-05-03,0,PHON,Pauline Hansons One Nation,Pauline Hansons One Nation,NA
Robertson1882,"Robertson, Agnes",female,1882-07-31,0,CP,Australian Country Party,Australian Country Party,NA
Robertson1882,"Robertson, Agnes",female,1882-07-31,0,LIB,Liberal Party of Australia,Liberals,NA
Robertson1929,"Robertson, Ted",male,1929-03-18,0,ALP,Australian Labor Party,Labor,NA
Robinson1872,"Robinson, Arthur",male,1872-04-23,1,FT,Free Trade,Free Trade,1903
Robinson1877,"Robinson, Albert",male,1877-05-20,0,NAT,Nationalist Party,Nationalist Party,NA
Robinson1907,"Robinson, Bill",male,1907-10-04,0,CP,Australian Country Party,Nationals,NA
Robinson1927,"Robinson, Ian",male,1925-03-27,1,CP,Australian Country Party,Nationals,1963
Robinson1927,"Robinson, Ian",male,1925-03-27,1,CP,Australian Country Party,Nationals,1984
Robinson1927,"Robinson, Ian",male,1925-03-27,1,NCP,National Country Party,Nationals,1963
Robinson1927,"Robinson, Ian",male,1925-03-27,1,NCP,National Country Party,Nationals,1984
Robinson1927,"Robinson, Ian",male,1925-03-27,1,NPA,National Party of Australia,Nationals,1963
Robinson1927,"Robinson, Ian",male,1925-03-27,1,NPA,National Party of Australia,Nationals,1984
Robinson1929,"Robinson, Eric",male,1929-01-18,1,LIB,Liberal Party of Australia,Liberals,1972
Rocher1936,"Rocher, Allan",male,1936-02-16,1,IND,Independent,Independent,1981
Rocher1936,"Rocher, Allan",male,1936-02-16,1,LIB,Liberal Party of Australia,Liberals,1981
Rodgers1875,"Rodgers, Arthur",male,1875-03-20,1,LIB,Liberal Party of Australia,Liberals,1913
Rodgers1875,"Rodgers, Arthur",male,1875-03-20,1,LIB,Liberal Party of Australia,Liberals,1925
Rodgers1875,"Rodgers, Arthur",male,1875-03-20,1,NAT,Nationalist Party,Nationalist Party,1913
Rodgers1875,"Rodgers, Arthur",male,1875-03-20,1,NAT,Nationalist Party,Nationalist Party,1925
Ronald1861,"Ronald, James",male,1861-08-27,1,ALP,Australian Labor Party,Labor,1901
Ronaldson1954,"Ronaldson, Michael",male,1954-02-13,1,LIB,Liberal Party of Australia,Liberals,1990
Rosevear1892,"Rosevear, Sol",male,1892-04-04,1,ALP,Australian Labor Party,Labor,1931
Rosevear1892,"Rosevear, Sol",male,1892-04-04,1,ALP,Australian Labor Party,Labor,1931
Rosevear1892,"Rosevear, Sol",male,1892-04-04,1,ALP (N-C),Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist),1931
Rosevear1892,"Rosevear, Sol",male,1892-04-04,1,LANG LAB,Lang Labor Party,Lang Labor Party,1931
Rowe1872,"Rowe, Albert",male,NA,1,ALP,Australian Labor Party,Labor,1929
Rowell1851,"Rowell, James",male,1851-01-20,0,NAT,Nationalist Party,Nationalist Party,NA
Rowland1971,"Rowland, Michelle",female,1971-11-16,1,ALP,Australian Labor Party,Labor,2010
Roxon1967,"Roxon, Nicola",female,1967-04-01,1,ALP,Australian Labor Party,Labor,1998
Roy1990,"Roy, Wyatt",male,1990-05-22,1,LIB,Liberal Party of Australia,Liberals,2010
Rudd1957,"Rudd, Kevin",male,1957-09-21,1,ALP,Australian Labor Party,Labor,1998
Ruddock1943,"Ruddock, Philip",male,1943-03-12,1,LIB,Liberal Party of Australia,Liberals,1993
Ruddock1943,"Ruddock, Philip",male,1943-03-12,1,LIB,Liberal Party of Australia,Liberals,1977
Ruddock1943,"Ruddock, Philip",male,1943-03-12,1,LIB,Liberal Party of Australia,Liberals,1973
Russell1842,"Russell, William",male,1842-10-20,0,ALP,Australian Labor Party,Labor,NA
Russell1878,"Russell, Edward",male,1878-08-10,0,ALP,Australian Labor Party,Labor,NA
Russell1878,"Russell, Edward",male,1878-08-10,0,NAT,Nationalist Party,Nationalist Party,NA
Russell1890,"Russell, Edgar",male,1890-10-24,1,ALP,Australian Labor Party,Labor,1943
Russell1907,"Russell, Charles",male,1907-04-24,1,CP,Australian Country Party,Nationals,1949
Ruston1963,"Ruston, Anne",female,1963-06-10,0,LIB,Liberal Party of Australia,Liberals,NA
Ryan1876,"Ryan, TJ",male,1876-07-01,1,ALP,Australian Labor Party,Labor,1919
Ryan1884,"Ryan, Rupert",male,1884-05-06,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1940
Ryan1884,"Ryan, Rupert",male,1884-05-06,1,UAP,United Australia Party,United Australia Party,1940
Ryan1890,"Ryan, John",male,1890-12-02,0,ALP,Australian Labor Party,Labor,NA
Ryan1942,"Ryan, Susan",female,1942-10-10,0,ALP,Australian Labor Party,Labor,NA
Ryan1961,"Ryan, Joanne",female,1961-07-29,1,ALP,Australian Labor Party,Labor,2013
Ryan1973,"Ryan, Scott",male,1973-05-12,0,LIB,Liberal Party of Australia,Liberals,NA
Ryrie1865,"Ryrie, Granville",male,1865-07-01,1,LIB,Liberal Party of Australia,Liberals,1911
Ryrie1865,"Ryrie, Granville",male,1865-07-01,1,LIB,Liberal Party of Australia,Liberals,1922
Ryrie1865,"Ryrie, Granville",male,1865-07-01,1,NAT,Nationalist Party,Nationalist Party,1911
Ryrie1865,"Ryrie, Granville",male,1865-07-01,1,NAT,Nationalist Party,Nationalist Party,1922
Saffin1954,"Saffin, Janelle",female,1954-11-01,1,ALP,Australian Labor Party,Labor,2007
Sainsbury1940,"Sainsbury, Murray",male,1940-09-14,1,LIB,Liberal Party of Australia,Liberals,1975
Salmon1861,"Salmon, Carty",male,1861-07-29,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1915
Salmon1861,"Salmon, Carty",male,1861-07-29,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1901
Salmon1861,"Salmon, Carty",male,1861-07-29,1,PROT,Protectionist Party,Protectionist Party,1915
Salmon1861,"Salmon, Carty",male,1861-07-29,1,PROT,Protectionist Party,Protectionist Party,1901
Sampson1863,"Sampson, Sydney",male,NA,1,IND PROT,Independent Protectionist,Independent Protectionist,1906
Sampson1863,"Sampson, Sydney",male,NA,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1906
Sampson1863,"Sampson, Sydney",male,NA,1,NAT,Nationalist Party,Nationalist Party,1906
Sampson1882,"Sampson, Burford",male,1882-03-30,0,LIB,Liberal Party of Australia,Liberal Party of Australia,NA
Sampson1882,"Sampson, Burford",male,1882-03-30,0,NAT,Nationalist Party,Nationalist Party,NA
Sampson1882,"Sampson, Burford",male,1882-03-30,0,UAP,United Australia Party,United Australia Party,NA
Sanders1932,"Sanders, Norman",male,1932-10-15,0,AD,Australian Democrats,Australian Democrats,NA
Sandford1895,"Sandford, Charles",male,1895-09-11,0,ALP,Australian Labor Party,Labor,NA
Santoro1956,"Santoro, Santo",male,1956-04-27,0,LIB,Liberal Party of Australia,Liberals,NA
Sargood1834,"Sargood, Frederick",male,1834-05-30,0,FT,Free Trade,Free Trade,NA
Saunders1855,"Saunders, Henry",male,1855-02-16,0,FT,Free Trade,Free Trade,NA
Saunderson1948,"Saunderson, John",male,1948-05-31,1,ALP,Australian Labor Party,Labor,1984
Saunderson1948,"Saunderson, John",male,1948-05-31,1,ALP,Australian Labor Party,Labor,1983
Sawers1844,"Sawers, William",male,NA,1,PROT,Protectionist Party,Protectionist Party,1901
Sawford1944,"Sawford, Rod",male,1944-06-26,1,ALP,Australian Labor Party,Labor,1988
Sayers1845,"Sayers, Robert",male,1845-01-27,0,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,NA
Scarr1969,"Scarr, Paul",male,1969-08-20,0,LIB,Liberal Party of Australia,Liberal Party of Australia,NA
Schacht1946,"Schacht, Christopher",male,1946-12-06,0,ALP,Australian Labor Party,Labor,NA
Scholes1931,"Scholes, Gordon",male,1931-06-07,1,ALP,Australian Labor Party,Labor,1967
Scholfield1894,"Scholfield, Thomas",male,1894-05-09,1,UAP,United Australia Party,United Australia Party,1931
Schultz1939,"Schultz, Alby",male,1939-05-29,1,LIB,Liberal Party of Australia,Liberals,1998
Sciacca1947,"Sciacca, Con",male,1947-06-13,1,ALP,Australian Labor Party,Labor,1987
Sciacca1947,"Sciacca, Con",male,1947-06-13,1,ALP,Australian Labor Party,Labor,1998
Scott1910,"Scott, Malcolm",male,1910-05-11,0,LIB,Liberal Party of Australia,Liberals,NA
Scott1920,"Scott, Douglas",male,1920-05-12,0,CP,Australian Country Party,Nationals,NA
Scott1920,"Scott, Douglas",male,1920-05-12,0,NCP,National Country Party,Nationals,NA
Scott1920,"Scott, Douglas",male,1920-05-12,0,NPA,National Party of Australia,Nationals,NA
Scott1934,"Scott, John",male,1934-03-31,1,ALP,Australian Labor Party,Labor,1980
Scott1943,"Scott, Bruce",male,1943-10-20,1,NP,The Nationals,Nationals,1990
Scott1943,"Scott, Bruce",male,1943-10-20,1,NPA,National Party of Australia,Nationals,1990
Scott1947,"Scott, Les",male,1947-10-18,1,ALP,Australian Labor Party,Labor,1988
Scott1977,"Scott, Fiona",female,1977-03-01,1,LIB,Liberal Party of Australia,Liberals,2013
Scullin1876,"Scullin, Jim",male,1876-09-18,1,ALP,Australian Labor Party,Labor,1910
Scullin1876,"Scullin, Jim",male,1876-09-18,1,ALP,Australian Labor Party,Labor,1922
Scullin1876,"Scullin, Jim",male,1876-09-18,1,ALP,Australian Labor Party,Labor,1910
Scullin1876,"Scullin, Jim",male,1876-09-18,1,ALP,Australian Labor Party,Labor,1922
Scullin1876,"Scullin, Jim",male,1876-09-18,1,FLP,Federal Labor Party,Federal Labor Party,1910
Scullin1876,"Scullin, Jim",male,1876-09-18,1,FLP,Federal Labor Party,Federal Labor Party,1922
Scullion1956,"Scullion, Nigel",male,1956-05-04,0,CLP,Country Liberal Party (Northern Territory),Country Liberal Party (Northern Territory),NA
Scully1890,"Scully, William",male,1890-02-01,1,ALP,Australian Labor Party,Labor,1937
Seabrook1867,"Seabrook, Alfred",male,1867-04-05,1,NAT,Nationalist Party,Nationalist Party,1922
Secker1956,"Secker, Patrick",male,1956-06-06,1,LIB,Liberal Party of Australia,Liberals,1998
Senior1850,"Senior, William",male,1850-02-09,0,ALP,Australian Labor Party,Labor,NA
Senior1850,"Senior, William",male,1850-02-09,0,NAT,Nationalist Party,Nationalist Party,NA
Sercombe1949,"Sercombe, Bob",male,1949-04-03,1,ALP,Australian Labor Party,Labor,1996
Seselja1977,"Seselja, Zed",male,1977-03-27,0,LIB,Liberal Party of Australia,Liberals,NA
Seward1884,"Seward, Harrie",male,1884-02-26,0,CP,Australian Country Party,Nationals,NA
Sexton1905,"Sexton, Joe",male,1905-11-24,1,ALP,Australian Labor Party,Labor,1958
Shack1953,"Shack, Peter",male,1953-06-20,1,LIB,Liberal Party of Australia,Liberals,1977
Shack1953,"Shack, Peter",male,1953-06-20,1,LIB,Liberal Party of Australia,Liberals,1984
Shannon1862,"Shannon, John",male,1862-04-28,0,LIB,Liberal Party of Australia,Liberals,NA
Sharkie1972,"Sharkie, Rebekha",female,1972-08-24,1,CA,Centre Alliance,Centre Alliance,2016
Sharkie1972,"Sharkie, Rebekha",female,1972-08-24,1,CA,Centre Alliance,Centre Alliance,2018
Sharkie1972,"Sharkie, Rebekha",female,1972-08-24,1,NXT,Nick Xenophon Team,Nick Xenophon Team,2016
Sharkie1972,"Sharkie, Rebekha",female,1972-08-24,1,NXT,Nick Xenophon Team,Nick Xenophon Team,2018
Sharma1975,"Sharma, Dave",male,1975-12-21,1,LIB,Liberal Party of Australia,Liberals,2019
Sharp1954,"Sharp, John",male,1954-12-15,1,NPA,National Party of Australia,Nationals,1984
Sharp1954,"Sharp, John",male,1954-12-15,1,NPA,National Party of Australia,Nationals,1993
Sharpe1868,"Sharpe, James",male,NA,1,ALP,Australian Labor Party,Labor,1913
Shaw1913,"Shaw, George",male,1913-07-28,1,CP,Australian Country Party,Nationals,1963
Sheehan1885,"Sheehan, Jim",male,1885-07-24,0,ALP,Australian Labor Party,Labor,NA
Sheehan1891,"Sheehan, Tom",male,1891-04-14,1,ALP,Australian Labor Party,Labor,1937
Sheehan1891,"Sheehan, Tom",male,1891-04-14,1,ALP,Australian Labor Party,Labor,1937
Sheehan1891,"Sheehan, Tom",male,1891-04-14,1,ALP (N-C),Australian Labor Party (Non-Communist),Australian Labor Party (Non-Communist),1937
Sheehy1899,"Sheehy, Tom",male,1899-05-19,1,ALP,Australian Labor Party,Labor,1943
Sheil1929,"Sheil, Glen",male,1929-10-21,0,CP,Australian Country Party,Nationals,NA
Sheil1929,"Sheil, Glen",male,1929-10-21,0,NCP,National Country Party,Nationals,NA
Sheil1929,"Sheil, Glen",male,1929-10-21,0,NPA,National Party of Australia,Nationals,NA
Sheldon1961,"Sheldon, Tony",male,1961-08-26,0,ALP,Australian Labor Party,Labor,NA
Sherrington1902,"Sherrington, Bob",male,1902-01-21,0,LIB,Liberal Party of Australia,Liberals,NA
Sherry1924,"Sherry, Ray",male,1924-10-03,1,ALP,Australian Labor Party,Labor,1969
Sherry1955,"Sherry, Nick",male,1955-11-19,0,ALP,Australian Labor Party,Labor,NA
Shipton1936,"Shipton, Roger",male,1936-08-05,1,LIB,Liberal Party of Australia,Liberals,1975
Short1936,"Short, Jim",male,1936-12-07,1,LIB,Liberal Party of Australia,Liberals,1975
Short1956,"Short, Leonie",female,1956-01-01,1,ALP,Australian Labor Party,Labor,2001
Shorten1967,"Shorten, Bill",male,1967-05-12,1,ALP,Australian Labor Party,Labor,2007
Sibraa1937,"Sibraa, Kerry",male,1937-10-12,0,ALP,Australian Labor Party,Labor,NA
Siddons1927,"Siddons, John",male,1927-10-05,0,AD,Australian Democrats,Australian Democrats,NA
Siddons1927,"Siddons, John",male,1927-10-05,0,IND,Independent,Independent,NA
Siddons1927,"Siddons, John",male,1927-10-05,0,UNITE AP,Unite Australia Party (John Siddons Group),Unite Australia Party (John Siddons Group),NA
Sidebottom1951,"Sidebottom, Sid",male,1951-04-23,1,ALP,Australian Labor Party,Labor,1998
Sidebottom1951,"Sidebottom, Sid",male,1951-04-23,1,ALP,Australian Labor Party,Labor,2007
Siewert1961,"Siewert, Rachel",female,1961-11-04,0,GRN,Australian Greens,Australian Greens,NA
Sim1917,"Sim, John",male,1917-01-21,0,LIB,Liberal Party of Australia,Liberals,NA
Simmonds1889,"Simmonds, Wilfrid",male,1889-12-19,0,LIB,Liberal Party of Australia,Liberals,NA
Simmonds1985,"Simmonds, Julian",male,1985-08-29,1,LIB,Liberal Party of Australia,Liberals,2019
Simmons1947,"Simmons, David",male,1947-11-07,1,ALP,Australian Labor Party,Labor,1983
Simms1984,"Simms, Robert",male,1984-03-26,0,GRN,Australian Greens,Australian Greens,NA
Simon1936,"Simon, Barry",male,1936-04-01,1,LIB,Liberal Party of Australia,Liberals,1975
Simpkins1964,"Simpkins, Luke",male,1964-06-08,1,LIB,Liberal Party of Australia,Liberals,2007
Sinclair1864,"Sinclair, Hugh",male,1864-06-06,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1906
Sinclair1864,"Sinclair, Hugh",male,1864-06-06,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1906
Sinclair1864,"Sinclair, Hugh",male,1864-06-06,1,NAT,Nationalist Party,Nationalist Party,1906
Sinclair1929,"Sinclair, Ian",male,1929-06-10,1,CP,Australian Country Party,Nationals,1963
Sinclair1929,"Sinclair, Ian",male,1929-06-10,1,NCP,National Country Party,Nationals,1963
Sinclair1929,"Sinclair, Ian",male,1929-06-10,1,NPA,National Party of Australia,Nationals,1963
Singh1972,"Singh, Lisa",female,1972-02-20,0,ALP,Australian Labor Party,Labor,NA
Sinodinos1957,"Sinodinos, Arthur",male,1957-02-25,0,LIB,Liberal Party of Australia,Liberals,NA
Skene1845,"Skene, Thomas",male,1845-12-15,1,FT,Free Trade,Free Trade,1901
Slipper1950,"Slipper, Peter",male,1950-02-14,1,IND,Independent,Independent,1984
Slipper1950,"Slipper, Peter",male,1950-02-14,1,IND,Independent,Independent,1993
Slipper1950,"Slipper, Peter",male,1950-02-14,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1984
Slipper1950,"Slipper, Peter",male,1950-02-14,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1993
Slipper1950,"Slipper, Peter",male,1950-02-14,1,NPA,National Party of Australia,Nationals,1984
Slipper1950,"Slipper, Peter",male,1950-02-14,1,NPA,National Party of Australia,Nationals,1993
Small1988,"Small, Ben",male,NA,0,LIB,Liberal Party of Australia,Liberals,NA
Smith1851,"Smith, Bruce",male,1851-06-28,1,ANTI-SOC,Anti-Socialist Party,Anti-Socialist Party,1901
Smith1851,"Smith, Bruce",male,1851-06-28,1,FT,Free Trade,Free Trade,1901
Smith1851,"Smith, Bruce",male,1851-06-28,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1901
Smith1851,"Smith, Bruce",male,1851-06-28,1,NAT,Nationalist Party,Nationalist Party,1901
Smith1856,"Smith, Sydney",male,1856-04-11,1,FT,Free Trade,Free Trade,1901
Smith1881,"Smith, Albert",male,1881-01-02,1,ALP,Australian Labor Party,Labor,1943
Smith1939,"Smith, Silvia",female,1939-12-22,1,ALP,Australian Labor Party,Labor,1993
Smith1950,"Smith, Tony (Anthony Charles)",male,1950-07-15,1,IND,Independent,Independent,1996
Smith1950,"Smith, Tony (Anthony Charles)",male,1950-07-15,1,LIB,Liberal Party of Australia,Liberals,1996
Smith1954,"Smith, Warwick",male,1954-05-13,1,LIB,Liberal Party of Australia,Liberals,1984
Smith1954,"Smith, Warwick",male,1954-05-13,1,LIB,Liberal Party of Australia,Liberals,1996
Smith1955,"Smith, Stephen",male,1955-12-12,1,ALP,Australian Labor Party,Labor,1993
Smith1967,"Smith, Tony (Anthony David)",male,1967-03-13,1,LIB,Liberal Party of Australia,Liberals,2001
Smith1969,"Smith, Dean",male,1969-05-15,0,LIB,Liberal Party of Australia,Liberals,NA
Smith1970,"Smith, David",male,1970-03-25,1,ALP,Australian Labor Party,Labor,2019
Smith1986,"Smith, Marielle",female,1986-12-30,0,ALP,Australian Labor Party,Labor,NA
SmithMiles1869,"Smith, Staniforth",male,1869-02-25,0,FT,Free Trade,Free Trade,NA
SmithWilliam1869,"Smith, William Laird",male,1869-09-15,1,ALP,Australian Labor Party,Labor,1910
SmithWilliam1869,"Smith, William Laird",male,1869-09-15,1,NAT,Nationalist Party,Nationalist Party,1910
Smyth1959,"Smyth, Brendan",male,1959-07-27,1,LIB,Liberal Party of Australia,Liberals,1995
Smyth1976,"Smyth, Laura",female,1976-11-12,1,ALP,Australian Labor Party,Labor,2010
Snedden1926,"Snedden, Billy",male,1926-12-31,1,LIB,Liberal Party of Australia,Liberals,1955
Snow1934,"Snow, James",male,1934-09-15,1,ALP,Australian Labor Party,Labor,1983
Snowdon1950,"Snowdon, Warren",male,1950-03-20,1,ALP,Australian Labor Party,Labor,2001
Snowdon1950,"Snowdon, Warren",male,1950-03-20,1,ALP,Australian Labor Party,Labor,1987
Snowdon1950,"Snowdon, Warren",male,1950-03-20,1,ALP,Australian Labor Party,Labor,1998
Solomon1839,"Solomon, Elias",male,1839-09-02,1,FT,Free Trade,Free Trade,1901
Solomon1853,"Solomon, Vaiben",male,1853-05-13,1,FT,Free Trade,Free Trade,1901
Solomon1931,"Solomon, Robert",male,1931-11-02,1,LIB,Liberal Party of Australia,Liberals,1969
Somlyay1946,"Somlyay, Alex",male,1946-01-18,1,LIB,Liberal Party of Australia,Liberals,1990
Southcott1967,"Southcott, Andrew",male,1967-10-15,1,LIB,Liberal Party of Australia,Liberals,1996
Sowada1961,"Sowada, Karin",female,1961-11-01,0,AD,Australian Democrats,Australian Democrats,NA
Spence1846,"Spence, William",male,1846-08-07,1,ALP,Australian Labor Party,Labor,1901
Spence1846,"Spence, William",male,1846-08-07,1,ALP,Australian Labor Party,Labor,1917
Spence1846,"Spence, William",male,1846-08-07,1,NAT,Nationalist Party,Nationalist Party,1901
Spence1846,"Spence, William",male,1846-08-07,1,NAT,Nationalist Party,Nationalist Party,1917
Spender1897,"Spender, Percy",male,1897-10-05,1,IND UAP,Independent United Australia Party,Independent United Australia Party,1937
Spender1897,"Spender, Percy",male,1897-10-05,1,LIB,Liberal Party of Australia,Liberal Party of Australia,1937
Spender1897,"Spender, Percy",male,1897-10-05,1,UAP,United Australia Party,United Australia Party,1937
Spender1935,"Spender, John",male,1935-12-02,1,LIB,Liberal Party of Australia,Liberals,1980
Spender1975,"Spender, Duncan",male,1975-06-18,0,LDP,Liberal Democratic Party,Liberal Democratic Party,NA
Spicer1899,"Spicer, John",male,1899-03-05,0,LIB,Liberal Party of Australia,Liberals,NA
Spindler1932,"Spindler, Sid",male,1932-07-09,0,AD,Australian Democrats,Australian Democrats,NA
Spooner1891,"Spooner, Eric",male,1891-03-02,1,UAP,United Australia Party,United Australia Party,1940
Spooner1897,"Spooner, Bill",male,1897-12-23,0,LIB,Liberal Party of Australia,Liberals,NA
Spurr1897,"Spurr, Lancelot",male,1897-03-17,1,ALP,Australian Labor Party,Labor,1939
Stacey1879,"Stacey, Fred",male,1879-08-06,1,UAP,United Australia Party,United Australia Party,1931
Staley1939,"Staley, Tony",male,1939-05-15,1,LIB,Liberal Party of Australia,Liberals,1970
Stanley1961,"Stanley, Anne",female,1961-10-06,1,ALP,Australian Labor Party,Labor,2016
Staples1947,"Staples, Peter",male,1947-10-15,1,ALP,Australian Labor Party,Labor,1983
