uniqueID,name,gender,birthDate,member
Sim1917,"Sim, John",male,1917-01-21,0
Simmonds1889,"Simmonds, Wilfrid",male,1889-12-19,0
Simmonds1985,"Simmonds, Julian",male,1985-08-29,1
Simmons1947,"Simmons, David",male,1947-11-07,1
Simms1984,"Simms, Robert",male,1984-03-26,0
Simon1936,"Simon, Barry",male,1936-04-01,1
Simpkins1964,"Simpkins, Luke",male,1964-06-08,1
Sinclair1864,"Sinclair, Hugh",male,1864-06-06,1
Sinclair1929,"Sinclair, Ian",male,1929-06-10,1
Singh1972,"Singh, Lisa",female,1972-02-20,0
Sinodinos1957,"Sinodinos, Arthur",male,1957-02-25,0
Skene1845,"Skene, Thomas",male,1845-12-15,1
Slipper1950,"Slipper, Peter",male,1950-02-14,1
Small1988,"Small, Ben",male,NA,0
Smith1851,"Smith, Bruce",male,1851-06-28,1
Smith1856,"Smith, Sydney",male,1856-04-11,1
Smith1881,"Smith, Albert",male,1881-01-02,1
Smith1939,"Smith, Silvia",female,1939-12-22,1
Smith1950,"Smith, Tony (Anthony Charles)",male,1950-07-15,1
Smith1954,"Smith, Warwick",male,1954-05-13,1
Smith1955,"Smith, Stephen",male,1955-12-12,1
Smith1967,"Smith, Tony (Anthony David)",male,1967-03-13,1
Smith1969,"Smith, Dean",male,1969-05-15,0
Smith1970,"Smith, David",male,1970-03-25,1
Smith1986,"Smith, Marielle",female,1986-12-30,0
SmithMiles1869,"Smith, Staniforth",male,1869-02-25,0
SmithWilliam1869,"Smith, William Laird",male,1869-09-15,1
Smyth1959,"Smyth, Brendan",male,1959-07-27,1
Smyth1976,"Smyth, Laura",female,1976-11-12,1
Snedden1926,"Snedden, Billy",male,1926-12-31,1
Snow1934,"Snow, James",male,1934-09-15,1
Snowdon1950,"Snowdon, Warren",male,1950-03-20,1
Solomon1839,"Solomon, Elias",male,1839-09-02,1
Solomon1853,"Solomon, Vaiben",male,1853-05-13,1
Solomon1931,"Solomon, Robert",male,1931-11-02,1
Somlyay1946,"Somlyay, Alex",male,1946-01-18,1
Southcott1967,"Southcott, Andrew",male,1967-10-15,1
Sowada1961,"Sowada, Karin",female,1961-11-01,0
Spence1846,"Spence, William",male,1846-08-07,1
Spender1897,"Spender, Percy",male,1897-10-05,1
Spender1935,"Spender, John",male,1935-12-02,1
Spender1975,"Spender, Duncan",male,1975-06-18,0
Spicer1899,"Spicer, John",male,1899-03-05,0
Spindler1932,"Spindler, Sid",male,1932-07-09,0
Spooner1891,"Spooner, Eric",male,1891-03-02,1
Spooner1897,"Spooner, Bill",male,1897-12-23,0
Spurr1897,"Spurr, Lancelot",male,1897-03-17,1
Stacey1879,"Stacey, Fred",male,1879-08-06,1
Staley1939,"Staley, Tony",male,1939-05-15,1
Stanley1961,"Stanley, Anne",female,1961-10-06,1
Staples1947,"Staples, Peter",male,1947-10-15,1
StClair1949,"St Clair, Stuart",male,1949-11-21,1
Steedman1943,"Steedman, Peter",male,1943-12-07,1
SteeleJohn1994,"Steele-John, Jordon",male,1994-10-14,0
Steggall1974,"Steggall, Zali",female,1974-04-16,1
Stephens1954,"Stephens, Ursula",female,1954-07-07,0
Sterle1960,"Sterle, Glenn",male,1960-01-03,0
Stevens1983,"Stevens, James",male,1983-03-27,1
Stewart1850,"Stewart, James",male,1850-09-07,0
Stewart1884,"Stewart, Frederick",male,1884-08-14,1
Stewart1885,"Stewart, Percy",male,1885-10-18,1
Stewart1923,"Stewart, Frank",male,1923-02-20,1
StJohn1916,"St John, Edward",male,1916-08-15,1
StLedger1859,"St Ledger, Anthony",male,1859-02-18,0
Stoker1982,"Stoker, Amanda",female,1982-10-30,0
Stokes1906,"Stokes, Philip",male,1906-10-25,1
Stone1929,"Stone, John",male,1929-01-31,0
Stone1951,"Stone, Sharman",female,1951-04-23,1
Storer1969,"Storer, Tim",male,1969-10-24,0
Storrer1854,"Storrer, David",male,1854-11-24,1
Story1857,"Story, William",male,1857-05-31,1
StottDespoja1969,"Stott Despoja, Natasha",female,1969-09-09,0
Street1894,"Street, Geoffrey",male,1894-01-21,1
Street1926,"Street, Tony",male,1926-02-08,1
Stumm1853,"Stumm, Jacob",male,1853-08-26,1
Styles1841,"Styles, James",male,1841-07-03,0
Sudmalis1955,"Sudmalis, Ann",female,1955-09-16,1
Sukkar1981,"Sukkar, Michael",male,1981-09-11,1
Sullivan1929,"Sullivan, John",male,1929-02-07,1
Sullivan1942,"Sullivan, Kathy",female,1942-03-08,1
Sullivan1950,"Sullivan, Jon",male,1950-11-10,1
Swan1954,"Swan, Wayne",male,1954-06-30,1
Swanson1970,"Swanson, Meryl",female,1970-09-03,1
Swartz1911,"Swartz, Reg",male,1911-04-14,1
Symon1846,"Symon, Josiah",male,1846-09-27,0
Symon1965,"Symon, Mike",male,1965-02-21,1
Synon1959,"Synon, Karen",female,1959-09-15,0
Tambling1943,"Tambling, Grant",male,1943-06-20,1
Tangney1907,"Tangney, Dorothy",female,1907-03-13,0
Tanner1956,"Tanner, Lindsay",male,1956-04-24,1
Tate1894,"Tate, John",male,1894-03-21,0
Tate1945,"Tate, Michael",male,1945-07-06,0
Taylor1938,"Taylor, Bill",male,1938-09-14,1
Taylor1966,"Taylor, Angus",male,1966-09-30,1
Tchen1941,"Tchen, Tsebin",male,1941-03-10,0
Teague1944,"Teague, Baden",male,1944-09-18,0
Tehan1916,"Tehan, Tom",male,1916-01-18,0
Tehan1968,"Tehan, Dan",male,1968-01-27,1
Templeman1963,"Templeman, Susan",female,1963-07-30,1
Theodore1884,"Theodore, Ted",male,1884-12-29,1
Theophanous1946,"Theophanous, Andrew",male,1946-03-24,1
Thistlethwaite1972,"Thistlethwaite, Matt",male,1972-09-06,1
Thomas1863,"Thomas, Josiah",male,1863-04-28,1
Thomas1936,"Thomas, Andrew",male,1936-03-14,0
Thompson1863,"Thompson, William",male,1863-03-02,0
Thompson1885,"Thompson, Victor",male,1885-09-10,1
Thompson1886,"Thompson, Albert",male,1886-11-14,1
Thompson1960,"Thompson, Cameron",male,1960-10-01,1
Thompson1988,"Thompson, Phillip",male,1988-05-07,1
Thomson1848,"Thomson, Dugald",male,1848-12-28,1
Thomson1856,"Thomson, David Alexander",male,1856-02-26,1
Thomson1862,"Thomson, John",male,NA,1
Thomson1924,"Thomson, David Scott",male,1924-11-21,1
Thomson1955,"Thomson, Kelvin",male,1955-05-01,1
Thomson1961,"Thomson, Andrew",male,1961-01-07,1
Thomson1964,"Thomson, Craig",male,1964-07-31,1
Thorburn1930,"Thorburn, Ray",male,1930-11-15,1
Thorby1888,"Thorby, Harold",male,1888-10-02,1
Thorp1953,"Thorp, Lin",female,1953-11-04,0
Thorpe1973,Lidia Thorpe,female,1973-08-18,0
Thwaites1980,"Thwaites, Kate",female,1980-01-19,1
Ticehurst1945,"Ticehurst, Ken",male,1945-01-22,1
Tickner1951,"Tickner, Robert",male,1951-12-24,1
Tierney1946,"Tierney, John",male,1946-01-21,0
Tillem1974,"Tillem, Mehmet",male,1974-09-10,0
Timson1909,"Timson, Frank",male,1909-02-09,1
Tollner1966,"Tollner, Dave",male,1966-01-31,1
Toohey1909,"Toohey, Jim",male,1909-07-11,0
Townley1907,"Townley, Athol",male,1907-10-03,1
Townley1934,"Townley, Michael",male,1934-11-04,0
Treloar1892,"Treloar, Thomas",male,1892-08-01,1
Trenwith1846,"Trenwith, William",male,1846-07-15,0
Trevor1961,"Trevor, Chris",male,1961-06-23,1
Troeth1940,"Troeth, Judith",female,1940-08-03,0
Trood1948,"Trood, Russell",male,1948-12-05,0
Truss1948,"Truss, Warren",male,1948-10-08,1
Tuckey1935,"Tuckey, Wilson",male,1935-07-10,1
Tudge1971,"Tudge, Alan",male,1971-02-24,1
Tudor1866,"Tudor, Frank",male,1866-01-27,1
Tully1877,"Tully, James",male,NA,1
Turley1859,"Turley, Henry",male,1859-04-24,0
Turnbull1899,"Turnbull, Winton",male,1899-12-13,1
Turnbull1908,"Turnbull, Reg",male,1908-02-21,0
Turnbull1954,"Turnbull, Malcolm",male,1954-10-24,1
Turner1851,"Turner, George",male,1851-08-08,1
Turner1905,"Turner, Harry",male,1905-07-08,1
Turnour1966,"Turnour, James",male,1966-04-07,1
Uppill1876,"Uppill, Oliver",male,1876-05-09,0
Uren1921,"Uren, Tom",male,1921-05-28,1
Urquhart1957,"Urquhart, Anne",female,1957-10-18,0
Vaile1956,"Vaile, Mark",male,1956-04-18,1
Vale1944,"Vale, Danna",female,1944-11-14,1
Vallentine1946,"Vallentine, Jo",female,1946-05-30,0
Vamvakinou1959,"Vamvakinou, Maria",female,1959-01-04,1
Van,"Van, David",male,NA,0
vanManen1965,"van Manen, Bert",male,1965-03-24,1
Vanstone1952,"Vanstone, Amanda",female,1952-12-07,0
Vardon1843,"Vardon, Joseph",male,1843-07-27,0
Vardon1866,"Vardon, Edward",male,1866-11-10,0
Varvaris1974,"Varvaris, Nickolas",male,1974-05-25,1
Vasta1966,"Vasta, Ross",male,1966-10-08,1
Verran1856,"Verran, John",male,1856-08-09,0
Vigor1939,"Vigor, David",male,1939-06-24,0
Vincent1906,"Vincent, Seddon",male,1906-06-01,0
Viner1933,"Viner, Ian",male,1933-01-21,1
Wade1905,"Wade, Harrie",male,1905-01-10,0
Wakelin1946,"Wakelin, Barry",male,1946-05-07,1
Walker1841,"Walker, James",male,1841-03-20,0
Walker1942,"Walker, Frank",male,1942-07-07,1
Wallace1881,"Wallace, Con",male,1881-01-19,1
Wallace1968,"Wallace, Andrew",male,1968-04-23,1
Wallis1922,"Wallis, Laurie",male,1922-09-10,1
Walsh1935,"Walsh, Peter",male,1935-03-11,0
Walsh1971,"Walsh, Jess",female,1971-05-16,0
Walters1925,"Walters, Shirley",female,1925-08-31,0
Wang1981,"Wang, Dio",male,1981-01-20,0
Ward1872,"Ward, Frederick",male,1872-05-11,0
Ward1899,"Ward, Eddie",male,1899-03-07,1
Wardlaw1888,"Wardlaw, Robert",male,1888-08-04,0
Washer1945,"Washer, Mal",male,1945-08-12,1
Waters1977,"Waters, Larissa",female,1977-02-08,0
Watkins1865,"Watkins, David (Member)",male,1865-05-05,1
Watkins1896,"Watkins, David (Oliver)",male,1896-07-10,1
Watson1864,"Watson, William",male,1864-10-22,1
Watson1867,"Watson, Chris",male,1867-04-09,1
Watson1870,"Watson, David (Senator)",male,1870-02-14,0
Watson1937,"Watson, John",male,1937-01-25,0
Watson1945,"Watson, David",male,1945-01-29,1
Watt1871,"Watt, William",male,1871-11-23,1
Watt1973,"Watt, Murray",male,1973-01-20,0
Watts1982,"Watts, Tim",male,1982-06-08,1
Webb1908,"Webb, Harry",male,1908-02-02,1
Webber1965,"Webber, Ruth",female,1965-03-24,0
Webster1860,"Webster, William",male,1860-06-07,1
Webster1925,"Webster, James",male,1925-06-14,0
Webster1934,"Webster, Alasdair",male,1934-02-12,1
Webster1959,"Webster, Anne",female,NA,1
Wedgwood1896,"Wedgwood, Ivy",female,1896-10-18,0
Wells1949,"Wells, Deane",male,1949-01-13,1
Wells1985,"Wells, Anika",female,NA,1
Wentworth1907,"Wentworth, William",male,1907-09-08,1
West1852,"West, John",male,1852-01-27,1
West1934,"West, Stewart",male,1934-03-31,1
West1947,"West, Sue",female,1947-09-21,0
West1952,"West, Andrea",female,1952-09-16,1
Whan1933,"Whan, Bob",male,1933-01-05,1
Wheeldon1929,"Wheeldon, John",male,1929-08-09,0
Wheeler1909,"Wheeler, Roy",male,1909-02-04,1
Wheelwright1953,"Wheelwright, Thomas",male,1953-04-29,0
WhishWilson1968,"Whish-Wilson, Peter",male,1968-02-24,0
White1888,"White, Thomas",male,1888-04-26,1
White1936,"White, Peter",male,1936-01-19,1
Whiteley1960,"Whiteley, Brett",male,1960-07-01,1
Whiteside1902,"Whiteside, George",male,1902-09-20,0
Whitlam1916,"Whitlam, Gough",male,1916-07-11,1
Whitlam1944,"Whitlam, Tony",male,1944-01-07,1
Whitsitt1869,"Whitsitt, Joshua",male,1869-09-26,1
Whittorn1911,"Whittorn, Ray",male,1911-10-04,1
Wicks1973,"Wicks, Lucy",female,1973-01-01,1
Wienholt1877,"Wienholt, Arnold",male,1877-11-25,1
Wight1914,"Wight, Bruce",male,1914-06-16,1
Wilkie1959,"Wilkie, Kim",male,1959-06-03,1
Wilkie1961,"Wilkie, Andrew",male,1961-11-08,1
Wilkinson1854,"Wilkinson, James",male,1854-11-30,1
Wilkinson1903,"Wilkinson, Lawrence",male,1903-11-12,0
Wilks1863,"Wilks, William",male,1863-06-21,1
Willesee1916,"Willesee, Don",male,1916-04-14,0
Williams1897,"Williams, Thomas",male,1897-04-07,1
Williams1942,"Williams, Daryl",male,1942-08-21,1
Williams1955,"Williams, John",male,1955-01-16,0
Williams1973,"Williams, Matt",male,1973-03-28,1
Willis1860,"Willis, Henry",male,1860-04-06,1
Willis1938,"Willis, Ralph",male,1938-04-14,1
Wilson1863,"Wilson, Gratton",male,1863-08-18,1
Wilson1877,"Wilson, Reginald",male,1877-06-30,0
Wilson1880,"Wilson, Alex",male,1880-06-07,1
Wilson1900,"Wilson, Keith",male,1900-09-03,1
Wilson1932,"Wilson, Ian",male,1932-05-02,1
Wilson1966,"Wilson, Rick",male,1966-01-02,1
Wilson1972,"Wilson, Josh",male,1972-06-05,1
Wilson1980,"Wilson, Tim",male,1980-03-12,1
Wilton1955,"Wilton, Greg",male,1955-11-06,1
Windsor1950,"Windsor, Tony",male,1950-09-02,1
Wise1853,"Wise, George",male,1853-07-01,1
Withers1924,"Withers, Reg",male,1924-10-26,0
Wong1968,"Wong, Penny",female,1968-11-05,0
Wood1901,"Wood, Ian",male,1901-01-31,0
Wood1949,"Wood, Robert",male,1949-11-13,0
Wood1968,"Wood, Jason",male,1968-05-24,1
Woodley1938,"Woodley, John",male,1938-02-09,0
WoodsHarry1947,"Woods, Harry",male,1947-12-23,1
WoodsRobert1947,"Woods, Bob",male,1947-04-13,1
Wooldridge1956,"Wooldridge, Michael",male,1956-11-07,1
Wordsworth1894,"Wordsworth, Robert",male,1894-07-21,0
Worth1946,"Worth, Trish",female,1946-04-21,1
Wortley1959,"Wortley, Dana",female,NA,0
Wriedt1927,"Wriedt, Ken",male,1927-07-11,0
Wright1905,"Wright, Reg",male,1905-07-10,0
Wright1942,"Wright, Keith",male,1942-01-09,1
Wright1961,"Wright, Penny",female,1961-01-19,0
Wyatt1952,"Wyatt, Ken",male,1952-08-04,1
Wynne1850,"Wynne, Agar",male,1850-01-15,1
Xenophon1959,"Xenophon, Nick",male,1959-01-29,0
Yates1871,"Yates, Gunner",male,1871-05-14,1
Yates1921,"Yates, William",male,1921-09-15,1
Young1923,"Young, Harold",male,1923-06-30,0
Young1936,"Young, Mick",male,1936-10-09,1
Young1968,"Young, Terry",male,1968-02-20,1
Zahra1973,"Zahra, Christian",male,1973-04-08,1
Zakharov1929,"Zakharov, Olive",female,1929-03-19,0
Zammit1941,"Zammit, Paul",male,1941-04-28,1
Zappia1952,"Zappia, Tony",male,1952-06-13,1
Zeal1830,"Zeal, William",male,1830-12-05,0
Zimmerman1968,"Zimmerman, Trent",male,1968-10-15,1
